description,address,type,price,size,bedrooms,bathrooms,parking_spaces,modo
"SHLS, ASA SUL, BRASILIA",,Aluguel Sala 26 m²,950,26 m²,,,,aluguel
"SQS 206 Bloco H, ASA SUL, BRASILIA",,Aluguel Apartamento 150 m²,6.000,150 m²,3 Quartos,,1 Vaga,aluguel
"CCSW 5, SUDOESTE, BRASILIA",,Aluguel Kitnet 26 m²,1.100,26 m²,1 Quarto,,,aluguel
"SEPS 709/909, ASA SUL, BRASILIA",,Aluguel Sala 32 m²,2.200,32 m²,,,1 Vaga,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,Aluguel Sala 42 m²,1.910,42 m²,,,1 Vaga,aluguel
"SRTVS, ASA SUL, BRASILIA",,Aluguel Sala 33 m²,900,33 m²,,,1 Vaga,aluguel
"QN 401, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Ponto Comercial 54 m²,2.415,54 m²,,,,aluguel
"SCN Quadra 1, ASA NORTE, BRASILIA",,Aluguel Sala 48 m²,900,48 m²,,,1 Vaga,aluguel
"QS 1 Rua 210, AREAL, AGUAS CLARAS",,Aluguel Sala 32 m²,900,32 m²,,,1 Vaga,aluguel
"SRTVS, ASA SUL, BRASILIA",,Aluguel Sala 33 m²,795,33 m²,,,1 Vaga,aluguel
"Avenida Monumental, SETOR MEIRELES, SANTA MARIA",,Aluguel Loja 27 m²,1.400,27 m²,,,,aluguel
"SQN 205 Bloco B, ASA NORTE, BRASILIA",,Aluguel Apartamento 92 m²,7.200,92 m²,3 Quartos,,1 Vaga,aluguel
"EQS 414/415, ASA SUL, BRASILIA",,Aluguel Casa 240 m²,6.900,240 m²,3 Quartos,,1 Vaga,aluguel
"SQN 211 Bloco E, ASA NORTE, BRASILIA",,Aluguel Apartamento 74 m²,5.400,74 m²,2 Quartos,,2 Vagas,aluguel
"SQS 413 Bloco F, ASA SUL, BRASILIA",,Aluguel Apartamento 56 m²,2.300,56 m²,2 Quartos,,,aluguel
"SGAN 601, ASA NORTE, BRASILIA",,Aluguel Sala 185 m²,16.650,185 m²,,,2 Vagas,aluguel
"QNL 15 Bloco B, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Apartamento 60 m²,1.700,60 m²,2 Quartos,,,aluguel
"EPTG 02 Conjunto 4, VICENTE PIRES, VICENTE PIRES",,Aluguel Loja 120 m²,6.500,120 m²,,,,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 454 m²,35.000,454 m²,,,,aluguel
"CLN 212 Bloco A, ASA NORTE, BRASILIA",,Aluguel Loja 27 m²,650,27 m²,,,,aluguel
"CLS 407 Bloco D, ASA SUL, BRASILIA",,Aluguel Loja 105 m²,7.000,105 m²,,,,aluguel
"SHIS QI 26, LAGO SUL, BRASILIA",,Aluguel Casa 1000 m²,40.000,1000 m²,5 Quartos,,6 Vagas,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 30 m²,1.100,30 m²,,,,aluguel
"Alameda Gravatá Quadra 301, NORTE, AGUAS CLARAS",,Aluguel Apartamento 58 m²,2.150,58 m²,2 Quartos,,1 Vaga,aluguel
"Quadra 101 Área Especial S/N, SETOR RESIDENCIAL OESTE, SAO SEBASTIAO",,Aluguel Apartamento 35 m²,1.000,35 m²,1 Quarto,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,Aluguel Sala 34 m²,1.000,34 m²,,,,aluguel
"SHN Quadra 4, ASA NORTE, BRASILIA",,Aluguel Hotel Flat 48 m²,4.200,48 m²,1 Quarto,,,aluguel
"SEPS 710/910, ASA SUL, BRASILIA",,Aluguel Sala 155 m²,15.500,155 m²,,,3 Vagas,aluguel
"SOF SUL Quadra 15 Conjunto A, SOF SUL, SETOR INDUSTRIAL",,Aluguel Loja 161 m²,10.200,161 m²,,,,aluguel
"SQNW 103 Bloco I, NOROESTE, BRASILIA",,Aluguel Apartamento 247 m²,12.000,247 m²,3 Quartos,,3 Vagas,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,Aluguel Prédio 595 m²,40.000,595 m²,,,2 Vagas,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Sala 58 m²,2.650,58 m²,,,,aluguel
"QNE 24, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 25 m²,450,25 m²,,,,aluguel
"SIA Trecho 2, SIA, SETOR INDUSTRIAL",,Aluguel Galpão 440 m²,9.500,440 m²,,,,aluguel
"Rua 30, SUL, AGUAS CLARAS",,Aluguel Apartamento 80 m²,3.300,80 m²,3 Quartos,,1 Vaga,aluguel
"SQSW 305 Bloco F, SUDOESTE, BRASILIA",,Aluguel Apartamento 94 m²,8.000,94 m²,3 Quartos,,1 Vaga,aluguel
"QR 502 Conjunto 10, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Galpão 20 m²,7.000,20 m²,,,,aluguel
"SHCES Quadra 305 Bloco D, NOVO, CRUZEIRO",,Aluguel Apartamento 62 m²,2.600,62 m²,3 Quartos,,1 Vaga,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,Aluguel Sala 45 m²,750,45 m²,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,Aluguel Loja 40 m²,3.300,40 m²,,,,aluguel
"SAUS Quadra 03 Bloco C LoteS 2/3, ASA SUL, BRASILIA",,Aluguel Loja 50 m²,3.000,50 m²,,,,aluguel
"SCS Quadra 02 Bloco C Lote 180, ASA SUL, BRASILIA",,Aluguel Loja 741 m²,49.000,741 m²,,,8 Vagas,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,Aluguel Sala 36 m²,1.699,36 m²,,,1 Vaga,aluguel
"CLN 412, ASA NORTE, BRASILIA",,Aluguel Sala 123 m²,4.500,123 m²,,,,aluguel
"Rua 20, GUARA II, GUARA",,Aluguel Loja 71 m²,1.500,71 m²,,,,aluguel
"CLN 309 Bloco C, ASA NORTE, BRASILIA",,Aluguel Sala 163 m²,4.250,163 m²,,,,aluguel
"CCSW 5 Lote 4 Bloco D, SUDOESTE, BRASILIA",,Aluguel Kitnet 29 m²,1.650,29 m²,1 Quarto,,,aluguel
"Avenida Flamboyant, NORTE, AGUAS CLARAS",,Aluguel Apartamento 40 m²,2.000,40 m²,1 Quarto,,1 Vaga,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,Aluguel Prédio 595 m²,40.000,595 m²,,,2 Vagas,aluguel
"Rua JACARANDA, PONTE ALTA, GAMA",,Aluguel Casa Condominio 320 m²,6.000,320 m²,5 Quartos,,3 Vagas,aluguel
"Rodovia DF 001 Altiplano Leste, ALTIPLANO LESTE, BRASILIA",,"Aluguel Rural 2,00 ha",30.000,,,,10 Vagas,aluguel
"SIG Quadra 4, SIG, BRASILIA",,Aluguel Sala 37 m²,1.700,37 m²,,,1 Vaga,aluguel
"Rua 5, SUL, AGUAS CLARAS",,Aluguel Apartamento 62 m²,3.500,62 m²,2 Quartos,,1 Vaga,aluguel
"Condomínio Império dos Nobres, SOBRADINHO, SOBRADINHO",,Aluguel Loja 73 m²,2.000,73 m²,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Sala 708 m²,32.000,708 m²,,,,aluguel
"Condomínio Ouro Vermelho II, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 312 m²,6.500,312 m²,3 Quartos,,1 Vaga,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Loja 66 m²,3.200,66 m²,,,,aluguel
"CLN 213 Bloco D, ASA NORTE, BRASILIA",,Aluguel Loja 25 m²,2.200,25 m²,,,,aluguel
"Praça 1, SETOR LESTE, GAMA",,Aluguel Loja 50 m²,5.000,50 m²,,,10 Vagas,aluguel
"SDN Lote Único, ASA NORTE, BRASILIA",,Aluguel Sala 32 m²,700,32 m²,,,,aluguel
"Rua 20, GUARA II, GUARA",,Aluguel Apartamento 45 m²,1.200,45 m²,2 Quartos,,,aluguel
"SHIS QL 12, LAGO SUL, BRASILIA",,Aluguel Casa 1100 m²,60.000,1100 m²,5 Quartos,,6 Vagas,aluguel
"Quadra 204, SUL, AGUAS CLARAS",,Aluguel Apartamento 33 m²,1.350,33 m²,1 Quarto,,1 Vaga,aluguel
"Rodovia DF 001 Altiplano Leste, ALTIPLANO LESTE, BRASILIA",,Aluguel Casa Condominio 100 m²,2.800,100 m²,2 Quartos,,2 Vagas,aluguel
"SHIS QI 9 Bloco A, LAGO SUL, BRASILIA",,Aluguel Loja 73 m²,8.000,73 m²,,,,aluguel
"SAUS Quadra 03 Bloco C LoteS 2/3, ASA SUL, BRASILIA",,Aluguel Sala 58 m²,1.200,58 m²,,,,aluguel
"SIA Trecho 2, SIA, SETOR INDUSTRIAL",,Aluguel Sala 370 m²,7.000,370 m²,,,,aluguel
"SGCV Lote 13, PARK SUL, BRASILIA",,Aluguel Apartamento 26 m²,2.500,26 m²,1 Quarto,,1 Vaga,aluguel
"Condomínio Quintas do Sol, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 180 m²,3.800,180 m²,3 Quartos,,2 Vagas,aluguel
"CRS 512 Bloco C, ASA SUL, BRASILIA",,Aluguel Sala 32 m²,850,32 m²,,,,aluguel
"Rua DAS PAINEIRAS, NORTE, AGUAS CLARAS",,Aluguel Apartamento 53 m²,2.300,53 m²,2 Quartos,,1 Vaga,aluguel
"SHN Quadra 1 Bloco F, ASA NORTE, BRASILIA",,Aluguel Garagem 12 m²,350,12 m²,,,,aluguel
"SCRN 714/715 Bloco D, ASA NORTE, BRASILIA",,Aluguel Loja 400 m²,10.500,400 m²,,,,aluguel
"CLSW 101 Bloco C, SUDOESTE, BRASILIA",,Aluguel Sala 36 m²,2.000,36 m²,,,,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 454 m²,35.000,454 m²,,,,aluguel
"Rua 18, NORTE, AGUAS CLARAS",,Aluguel Apartamento 58 m²,2.450,58 m²,2 Quartos,,1 Vaga,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,Aluguel Sala 369 m²,16.954,369 m²,,,10 Vagas,aluguel
"SQN 212 Bloco B, ASA NORTE, BRASILIA",,Aluguel Apartamento 158 m²,7.200,158 m²,2 Quartos,,2 Vagas,aluguel
"Alameda Gravatá Quadra 301 Conjunto 07, NORTE, AGUAS CLARAS",,Aluguel Apartamento 54 m²,2.700,54 m²,2 Quartos,,1 Vaga,aluguel
"SHCES Quadra 105 Bloco H, NOVO, CRUZEIRO",,Aluguel Apartamento 51 m²,2.300,51 m²,1 Quarto,,,aluguel
"Alameda das Acácias Quadra 107, NORTE, AGUAS CLARAS",,Aluguel Apartamento 118 m²,3.500,118 m²,3 Quartos,,2 Vagas,aluguel
"QE 52 Conjunto B, GUARA II, GUARA",,Aluguel Casa 197 m²,4.700,197 m²,2 Quartos,,3 Vagas,aluguel
"Alameda Gravatá Quadra 301 Conjunto 20, NORTE, AGUAS CLARAS",,Aluguel Apartamento 43 m²,2.000,43 m²,2 Quartos,,1 Vaga,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,Aluguel Apartamento 30 m²,800,30 m²,1 Quarto,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,Aluguel Sala 30 m²,800,30 m²,,,1 Vaga,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Sala 29 m²,2.016,29 m²,,,1 Vaga,aluguel
"SMPW Quadra 18 Conjunto 4, PARK WAY, BRASILIA",,Aluguel Casa 2200 m²,40.000,2200 m²,4 Quartos,,5 Vagas,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,Aluguel Sala 1938 m²,88.000,1938 m²,,,,aluguel
"SGCV Lote 27, PARK SUL, BRASILIA",,Aluguel Apartamento 315 m²,22.990,315 m²,4 Quartos,,3 Vagas,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,Aluguel Loja 42 m²,1.500,42 m²,,,,aluguel
"Quadra 12, JARDIM BRASILIA, AGUAS LINDAS DE GOIAS",,Aluguel Loja 97 m²,6.400,97 m²,,,,aluguel
"QR 120, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 55 m²,1.500,55 m²,2 Quartos,,1 Vaga,aluguel
"QC 9 Rua E, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Casa Condominio 58 m²,4.500,58 m²,3 Quartos,,2 Vagas,aluguel
"Avenida Pau Brasil, NORTE, AGUAS CLARAS",,Aluguel Sala 170 m²,18.000,170 m²,,,5 Vagas,aluguel
"Quadra 4 Conjunto 7, VICENTE PIRES, VICENTE PIRES",,Aluguel Apartamento 60 m²,2.175,60 m²,2 Quartos,,,aluguel
"CA 11, LAGO NORTE, BRASILIA",,Aluguel Sala 51 m²,1.300,51 m²,,,1 Vaga,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,Aluguel Apartamento 128 m²,6.300,128 m²,4 Quartos,,2 Vagas,aluguel
"SQSW 101 Bloco J, SUDOESTE, BRASILIA",,Aluguel Apartamento 25 m²,2.300,25 m²,1 Quarto,,,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Sala 29 m²,1.982,29 m²,,,1 Vaga,aluguel
"CSB 10 Área Especial 4, TAGUATINGA SUL, TAGUATINGA",,Aluguel Apartamento 95 m²,3.050,95 m²,3 Quartos,,1 Vaga,aluguel
"CRS 514, ASA SUL, BRASILIA",,Aluguel Sala 130 m²,3.800,130 m²,,,,aluguel
"AOS 02 Bloco F, OCTOGONAL, BRASILIA",,Aluguel Apartamento 162 m²,7.000,162 m²,4 Quartos,,1 Vaga,aluguel
"SHIS QI 15 Chacará s 7 a 12, LAGO SUL, BRASILIA",,Aluguel Casa 600 m²,50.000,600 m²,3 Quartos,,,aluguel
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 320 m²,9.500,320 m²,4 Quartos,,5 Vagas,aluguel
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 400 m²,10.900,400 m²,5 Quartos,,2 Vagas,aluguel
"Centro Comercial Bloco D, VELHO, CRUZEIRO",,Aluguel Sala 26 m²,550,26 m²,,,,aluguel
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Loja 106 m²,3.800,106 m²,,,,aluguel
"SGCV Lote 24, PARK SUL, BRASILIA",,Aluguel Apartamento 204 m²,15.000,204 m²,4 Quartos,,4 Vagas,aluguel
"SDS Bloco O, ASA SUL, BRASILIA",,Aluguel Sala 35 m²,850,35 m²,,,,aluguel
"CLN 216 Bloco D, ASA NORTE, BRASILIA",,Aluguel Loja 25 m²,2.400,25 m²,,,,aluguel
"SQS 304 Bloco G, ASA SUL, BRASILIA",,Aluguel Apartamento 130 m²,3.800,130 m²,3 Quartos,,,aluguel
"CCSW 4, SUDOESTE, BRASILIA",,Aluguel Kitnet 30 m²,2.000,30 m²,1 Quarto,,1 Vaga,aluguel
"QC 9, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Casa 90 m²,4.500,90 m²,3 Quartos,,2 Vagas,aluguel
"Quadra 205, SUL, AGUAS CLARAS",,Aluguel Apartamento 243 m²,7.000,243 m²,4 Quartos,,3 Vagas,aluguel
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Loja 220 m²,8.500,220 m²,,,,aluguel
"SCRN 712/713 Bloco B, ASA NORTE, BRASILIA",,Aluguel Kitnet 39 m²,1.800,39 m²,1 Quarto,,,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,Aluguel Apartamento 128 m²,6.300,128 m²,4 Quartos,,2 Vagas,aluguel
"Área Especial 02 Módulo F, GUARA II, GUARA",,Aluguel Apartamento 38 m²,2.350,38 m²,1 Quarto,,1 Vaga,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,Aluguel Kitnet 30 m²,800,30 m²,1 Quarto,,,aluguel
"Terceira Avenida Área Especial 12, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,Aluguel Loja 140 m²,4.224,140 m²,,,,aluguel
"SQSW 504 Bloco G, SUDOESTE, BRASILIA",,Aluguel Apartamento 130 m²,7.000,130 m²,3 Quartos,,2 Vagas,aluguel
"Avenida Ponte Alta Norte, PONTE ALTA, GAMA",,Aluguel Ponto Comercial 284 m²,7.500,284 m²,,,10 Vagas,aluguel
"SHIS QI 5, LAGO SUL, BRASILIA",,Aluguel Casa 900 m²,68.000,900 m²,4 Quartos,,4 Vagas,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,Aluguel Sala 34 m²,1.000,34 m²,,,1 Vaga,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,Aluguel Sala 596 m²,40.000,596 m²,,,2 Vagas,aluguel
"Quadra 2, SETOR CENTRAL, GAMA",,Aluguel Loja 60 m²,2.000,60 m²,,,,aluguel
"SQNW 307 Bloco I, NOROESTE, BRASILIA",,Aluguel Apartamento 84 m²,5.800,84 m²,2 Quartos,,2 Vagas,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 112 m²,5.000,112 m²,,,,aluguel
"SQS 302, ASA SUL, BRASILIA",,Aluguel Apartamento 140 m²,6.800,140 m²,3 Quartos,,1 Vaga,aluguel
"QN 401, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Ponto Comercial 71 m²,3.105,71 m²,,,,aluguel
"QNO 5 Conjunto M, CEILANDIA NORTE, CEILANDIA",,Aluguel Casa 100 m²,2.000,100 m²,2 Quartos,,1 Vaga,aluguel
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Loja 330 m²,28.600,330 m²,,,,aluguel
"SAUS Quadra 5, ASA SUL, BRASILIA",,Aluguel Sala 4862 m²,250.000,4862 m²,,,57 Vagas,aluguel
"SEPN 513 Bloco D Lote 04/05, ASA NORTE, BRASILIA",,Aluguel Sala 708 m²,15.950,708 m²,,,,aluguel
"ADE Conjunto 18, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Sala 520 m²,18.000,520 m²,,,,aluguel
"Rua DAS PITANGUEIRAS, NORTE, AGUAS CLARAS",,Aluguel Apartamento 60 m²,3.000,60 m²,2 Quartos,,1 Vaga,aluguel
"SAUS Quadra 4, ASA SUL, BRASILIA",,Aluguel Sala 51 m²,2.400,51 m²,,,,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,Aluguel Prédio 582 m²,39.000,582 m²,,,2 Vagas,aluguel
"SMPW Quadra 5 Conjunto 1, PARK WAY, BRASILIA",,Aluguel Casa 430 m²,9.500,430 m²,5 Quartos,,2 Vagas,aluguel
"SHS Quadra 6, ASA SUL, BRASILIA",,Aluguel Sala 131 m²,16.375,131 m²,,,,aluguel
"SQS 302 Bloco F, ASA SUL, BRASILIA",,Aluguel Apartamento 136 m²,9.900,136 m²,3 Quartos,,1 Vaga,aluguel
"CLNW 10/11 Lote F, NOROESTE, BRASILIA",,Aluguel Apartamento 46 m²,2.781,46 m²,1 Quarto,,1 Vaga,aluguel
"Condomínio Morada de Deus, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 500 m²,7.900,500 m²,4 Quartos,,4 Vagas,aluguel
"Avenida Central Blocos 379/505, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,Aluguel Loja 150 m²,12.990,150 m²,,,,aluguel
"Rua COPAIBA, NORTE, AGUAS CLARAS",,Aluguel Sala 45 m²,1.980,45 m²,,,,aluguel
"SMPW Quadra 5 Conjunto 6, PARK WAY, BRASILIA",,Aluguel Casa 120 m²,6.650,120 m²,4 Quartos,,3 Vagas,aluguel
"Rua 5, NORTE, AGUAS CLARAS",,Aluguel Apartamento 56 m²,1.900,56 m²,1 Quarto,,1 Vaga,aluguel
"SRTVS Bloco E LoteS 1/3, ASA SUL, BRASILIA",,Aluguel Sala 33 m²,850,33 m²,,,,aluguel
"SHS Quadra 06 Conjunto A Bloco D, ASA SUL, BRASILIA",,Aluguel Sala 607 m²,19.500,607 m²,,,,aluguel
"QE 11, GUARA I, GUARA",,Aluguel Sala 33 m²,2.374,33 m²,,,75 Vagas,aluguel
"SDN Lote Único, ASA NORTE, BRASILIA",,Aluguel Sala 34 m²,1.350,34 m²,,,1 Vaga,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,Aluguel Apartamento 33 m²,2.200,33 m²,1 Quarto,,1 Vaga,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,Aluguel Sala 652 m²,29.997,652 m²,,,16 Vagas,aluguel
"Quadra 203, SUL, AGUAS CLARAS",,Aluguel Apartamento 130 m²,3.100,130 m²,3 Quartos,,1 Vaga,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,Aluguel Apartamento 30 m²,800,30 m²,1 Quarto,,,aluguel
"SRTVN Quadra 701 Lote P, ASA NORTE, BRASILIA",,Aluguel Sala 33 m²,800,33 m²,,,1 Vaga,aluguel
"Rua 30, NORTE, AGUAS CLARAS",,Aluguel Apartamento 55 m²,2.700,55 m²,2 Quartos,,1 Vaga,aluguel
"SHN Quadra 1, ASA NORTE, BRASILIA",,Aluguel Sala 351 m²,21.060,351 m²,,,8 Vagas,aluguel
"Rua 24, NORTE, AGUAS CLARAS",,Aluguel Loja 79 m²,6.500,79 m²,1 Quarto,,,aluguel
"ADE Conjunto 21, ADE, AGUAS CLARAS",,Aluguel Prédio 2000 m²,35.000,2000 m²,,,20 Vagas,aluguel
"QSE 2, TAGUATINGA SUL, TAGUATINGA",,Aluguel Casa 110 m²,2.400,110 m²,3 Quartos,,2 Vagas,aluguel
"SHS Quadra 06 Conjunto A Bloco D, ASA SUL, BRASILIA",,Aluguel Garagem 1 m²,500,1 m²,,,,aluguel
"QI 23, GUARA II, GUARA",,Aluguel Apartamento 46 m²,1.800,46 m²,2 Quartos,,,aluguel
"SMDB Conjunto 3, LAGO SUL, BRASILIA",,Aluguel Casa 770 m²,48.000,770 m²,4 Quartos,,4 Vagas,aluguel
"QS 303 Conjunto 7, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 55 m²,1.100,55 m²,2 Quartos,,2 Vagas,aluguel
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,Aluguel Sala 33 m²,850,33 m²,,,1 Vaga,aluguel
"SHN Quadra 1 Bloco F, ASA NORTE, BRASILIA",,Aluguel Sala 474 m²,45.030,474 m²,,,12 Vagas,aluguel
"SCRN 712/713 Bloco B, ASA NORTE, BRASILIA",,Aluguel Sala 43 m²,1.800,43 m²,,,,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Sala 29 m²,2.004,29 m²,,,1 Vaga,aluguel
"QND 42, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Casa 408 m²,7.000,408 m²,5 Quartos,,4 Vagas,aluguel
"SQNW 306 Bloco J, NOROESTE, BRASILIA",,Aluguel Apartamento 213 m²,14.800,213 m²,3 Quartos,,4 Vagas,aluguel
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",,Aluguel Sala 70 m²,2.400,70 m²,,,1 Vaga,aluguel
"QN 122 Conjunto 15, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 48 m²,1.400,48 m²,2 Quartos,,1 Vaga,aluguel
"EQ 31/33 Lote 05, GUARA II, GUARA",,Aluguel Sala 42 m²,970,42 m²,,,,aluguel
"SGAN 914 Módulo A, ASA NORTE, BRASILIA",,Aluguel Apartamento 30 m²,1.500,30 m²,1 Quarto,,1 Vaga,aluguel
"Quadra 1 Conjunto 13, VICENTE PIRES, VICENTE PIRES",,Aluguel Loja 150 m²,4.000,150 m²,,,20 Vagas,aluguel
"ADE Conjunto 15, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Galpão 442 m²,11.000,442 m²,,,,aluguel
"QI 33, GUARA II, GUARA",,Aluguel Apartamento 233 m²,9.500,233 m²,3 Quartos,,3 Vagas,aluguel
"SQN 211 Bloco I, ASA NORTE, BRASILIA",,Aluguel Apartamento 160 m²,7.800,160 m²,2 Quartos,,2 Vagas,aluguel
"SAAN Quadra 2, SAAN, SETOR INDUSTRIAL",,Aluguel Prédio 1596 m²,35.000,1596 m²,,,,aluguel
"CRS 502, ASA SUL, BRASILIA",,Aluguel Prédio 1550 m²,45.000,1550 m²,,,4 Vagas,aluguel
"QMSW 5, SUDOESTE, BRASILIA",,Aluguel Loja 55 m²,3.500,55 m²,,,,aluguel
"QNB 11, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Apartamento 100 m²,1.900,100 m²,3 Quartos,,,aluguel
"SQS 303 Bloco F, ASA SUL, BRASILIA",,Aluguel Apartamento 170 m²,7.800,170 m²,4 Quartos,,1 Vaga,aluguel
"Rua 20, GUARA II, GUARA",,Aluguel Apartamento 45 m²,1.200,45 m²,2 Quartos,,,aluguel
"SQN 213 Bloco F, ASA NORTE, BRASILIA",,Aluguel Apartamento 110 m²,6.800,110 m²,3 Quartos,,1 Vaga,aluguel
"CSG 3, TAGUATINGA SUL, TAGUATINGA",,Aluguel Apartamento 47 m²,2.430,47 m²,1 Quarto,,1 Vaga,aluguel
"CLN 316 BLOCO B, ASA NORTE, BRASILIA",,Aluguel Loja 25 m²,1.800,25 m²,,,,aluguel
"Quadra 1 Conjunto 13, VICENTE PIRES, VICENTE PIRES",,Aluguel Loja 60 m²,4.000,60 m²,,,20 Vagas,aluguel
"CCSW 4, SUDOESTE, BRASILIA",,Aluguel Kitnet 33 m²,3.900,33 m²,1 Quarto,,1 Vaga,aluguel
"Avenida Comercial, TAQUARI, BRASILIA",,Aluguel Sala 205 m²,6.710,205 m²,,,,aluguel
"SQN 116, ASA NORTE, BRASILIA",,Aluguel Apartamento 339 m²,20.000,339 m²,3 Quartos,,3 Vagas,aluguel
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Loja 220 m²,8.300,220 m²,,,,aluguel
"SQS 212 Bloco D, ASA SUL, BRASILIA",,Aluguel Apartamento 35 m²,1.900,35 m²,1 Quarto,,1 Vaga,aluguel
"Rua 21, SUL, AGUAS CLARAS",,Aluguel Apartamento 77 m²,2.700,77 m²,3 Quartos,,1 Vaga,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,Aluguel Sala 35 m²,1.166,35 m²,,,1 Vaga,aluguel
"CSB 2, TAGUATINGA SUL, TAGUATINGA",,Aluguel Sala 35 m²,800,35 m²,,,,aluguel
"SQNW 307 Bloco I, NOROESTE, BRASILIA",,Aluguel Apartamento 149 m²,8.500,149 m²,2 Quartos,,1 Vaga,aluguel
"SMAS Trecho, PARK SUL, BRASILIA",,Aluguel Sala 243 m²,21.860,243 m²,,,7 Vagas,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,Aluguel Apartamento 30 m²,800,30 m²,1 Quarto,,,aluguel
"SEPS 712/912, ASA SUL, BRASILIA",,Aluguel Sala 32 m²,900,32 m²,,,,aluguel
"Quadra 502 Conjunto 1, ITAPOA PARQUE, PARANOA",,Aluguel Apartamento 46 m²,1.100,46 m²,2 Quartos,,,aluguel
"SIA Trecho 17 Rua 01, SIA, SETOR INDUSTRIAL",,Aluguel Prédio 7774 m²,360.000,7774 m²,,,144 Vagas,aluguel
"SQN 210 Bloco I, ASA NORTE, BRASILIA",,Aluguel Apartamento 128 m²,6.500,128 m²,3 Quartos,,1 Vaga,aluguel
