description,address,property_type,price,size,bedrooms,bathrooms,parking_spaces,contract_type
"Rua DAS FIGUEIRAS, NORTE, AGUAS CLARAS",,apartamento,3590.0,80.0,2.0,,1.0,aluguel
"CA 02, LAGO NORTE, BRASILIA",,apartamento,3700.0,57.0,2.0,,1.0,aluguel
"SGCV, PARK SUL, BRASILIA",,apartamento,5850.0,72.0,3.0,,1.0,aluguel
"Avenida Sibipiruna, SUL, AGUAS CLARAS",,apartamento,2400.0,53.0,2.0,,1.0,aluguel
"QS 408 Conjunto B, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,800.0,25.0,1.0,,,aluguel
"Quadra 204, SUL, AGUAS CLARAS",,apartamento,2500.0,83.0,2.0,,1.0,aluguel
"Rua 9, SUL, AGUAS CLARAS",,apartamento,2300.0,52.0,2.0,,1.0,aluguel
"SQNW 306, NOROESTE, BRASILIA",,apartamento,12000.0,151.0,3.0,,2.0,aluguel
"SQSW 100 Bloco G, SUDOESTE, BRASILIA",,apartamento,8900.0,197.0,4.0,,2.0,aluguel
"QMSW 4 Lote 10, SUDOESTE, BRASILIA",,kitnet,3200.0,29.0,1.0,,1.0,aluguel
"CLN 314 Bloco A, ASA NORTE, BRASILIA",,kitnet,1100.0,32.0,1.0,,,aluguel
"QS 6, AREAL, AGUAS CLARAS",,apartamento,1500.0,67.0,2.0,,1.0,aluguel
"SHTN, ASA NORTE, BRASILIA",,apartamento,6000.0,51.0,1.0,,1.0,aluguel
"Rua 3, NORTE, AGUAS CLARAS",,apartamento,2000.0,36.0,1.0,,1.0,aluguel
"QMSW 5 Lote 3 Bloco G, SUDOESTE, BRASILIA",,kitnet,2000.0,38.0,1.0,,1.0,aluguel
"QI 10 Bloco H, GUARA I, GUARA",,apartamento,2100.0,56.0,2.0,,1.0,aluguel
"QS 12 Conjunto 6B, RIACHO FUNDO, RIACHO FUNDO",,apartamento,850.0,38.0,1.0,,,aluguel
"SQSW 101 Bloco I, SUDOESTE, BRASILIA",,apartamento,6500.0,90.0,3.0,,1.0,aluguel
"SQN 202 Bloco A, ASA NORTE, BRASILIA",,apartamento,8900.0,160.0,3.0,,1.0,aluguel
"Rua 3 Chacará 81, VICENTE PIRES, VICENTE PIRES",,apartamento,1600.0,30.0,1.0,,,aluguel
"CSG 3, TAGUATINGA SUL, TAGUATINGA",,apartamento,2050.0,37.0,1.0,,1.0,aluguel
"C 03 Lote 08, TAGUATINGA CENTRO, TAGUATINGA",,apartamento,3500.0,274.0,3.0,,1.0,aluguel
"QC 3, JARDINS MANGUEIRAL, BRASILIA",,apartamento,1900.0,48.0,2.0,,1.0,aluguel
"QS 21 Conjunto 1, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,900.0,80.0,3.0,,1.0,aluguel
"SHTN Trecho 2, ASA NORTE, BRASILIA",,apartamento,8500.0,50.0,2.0,,1.0,aluguel
"SQS 103 Bloco E, ASA SUL, BRASILIA",,apartamento,3500.0,33.0,1.0,,,aluguel
"QN 320 Conjunto 7, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,900.0,40.0,1.0,,,aluguel
"Rua 18, NORTE, AGUAS CLARAS",,apartamento,2800.0,66.0,3.0,,1.0,aluguel
"CSE 4, TAGUATINGA SUL, TAGUATINGA",,apartamento,1000.0,40.0,2.0,,2.0,aluguel
"Rua 20, GUARA II, GUARA",,apartamento,900.0,30.0,1.0,,,aluguel
"Rua 25, SUL, AGUAS CLARAS",,apartamento,3600.0,84.0,3.0,,2.0,aluguel
"Rua 13, NORTE, AGUAS CLARAS",,apartamento,2360.0,33.0,1.0,,1.0,aluguel
"QE 38, GUARA II, GUARA",,apartamento,650.0,38.0,1.0,,,aluguel
"QR 311 Conjunto 7A, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,1250.0,55.0,2.0,,1.0,aluguel
"SQS 109 Bloco A, ASA SUL, BRASILIA",,apartamento,12600.0,171.0,4.0,,1.0,aluguel
"SGCV Lote 13, PARK SUL, BRASILIA",,apartamento,4200.0,52.0,2.0,,1.0,aluguel
"AOS 08, OCTOGONAL, BRASILIA",,apartamento,3500.0,70.0,2.0,,1.0,aluguel
"CLN 7 Bloco J, RIACHO FUNDO, RIACHO FUNDO",,kitnet,1000.0,27.0,1.0,,,aluguel
"QMSW 5 Lote 2 Bloco D, SUDOESTE, BRASILIA",,kitnet,1500.0,24.0,1.0,,1.0,aluguel
"CLN 402 Bloco C, ASA NORTE, BRASILIA",,kitnet,1350.0,37.0,1.0,,,aluguel
"CSB 8, TAGUATINGA SUL, TAGUATINGA",,apartamento,1400.0,75.0,2.0,,,aluguel
"SOPI Conjunto C, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,apartamento,1200.0,70.0,2.0,,,aluguel
"SHTN, ASA NORTE, BRASILIA",,apartamento,3500.0,37.0,1.0,,1.0,aluguel
"Quadra 210, SUL, AGUAS CLARAS",,apartamento,2750.0,87.0,2.0,,1.0,aluguel
"SQNW 307 Bloco I, NOROESTE, BRASILIA",,apartamento,5000.0,74.0,2.0,,2.0,aluguel
"QI 7 Bloco A, GUARA I, GUARA",,apartamento,1900.0,65.0,3.0,,1.0,aluguel
"Quadra 301 Conjunto 8, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,2200.0,54.0,2.0,,1.0,aluguel
"CLSW 300A Bloco 2, SUDOESTE, BRASILIA",,apartamento,2200.0,69.0,1.0,,1.0,aluguel
"QC 2, JARDINS MANGUEIRAL, BRASILIA",,apartamento,1700.0,48.0,2.0,,1.0,aluguel
"SQN 304 Bloco E, ASA NORTE, BRASILIA",,apartamento,9500.0,188.0,4.0,,2.0,aluguel
"Rua 8, SUL, AGUAS CLARAS",,apartamento,5500.0,130.0,3.0,,2.0,aluguel
"SQS 204 Bloco C, ASA SUL, BRASILIA",,apartamento,4000.0,82.0,3.0,,1.0,aluguel
"QRO A Bloco B, CANDANGOLANDIA, CANDANGOLANDIA",,apartamento,1300.0,65.0,2.0,,,aluguel
"CSB 03 Lote 05, TAGUATINGA SUL, TAGUATINGA",,apartamento,1400.0,60.0,2.0,,,aluguel
"SQNW 108 Bloco F, NOROESTE, BRASILIA",,apartamento,5500.0,76.0,2.0,,,aluguel
"SCEN Trecho 1, ASA NORTE, BRASILIA",,apartamento,6000.0,74.0,2.0,,2.0,aluguel
"Avenida Flamboyant, NORTE, AGUAS CLARAS",,apartamento,1800.0,36.0,1.0,,,aluguel
"Avenida Pau Brasil, NORTE, AGUAS CLARAS",,apartamento,3200.0,69.0,3.0,,2.0,aluguel
"SQS 213, ASA SUL, BRASILIA",,apartamento,6000.0,120.0,4.0,,1.0,aluguel
"QNM 2 Conjunto A, CEILANDIA NORTE, CEILANDIA",,apartamento,795.0,45.0,2.0,,,aluguel
"Quadra 2 Conjunto D 15 Bl C, SOBRADINHO, SOBRADINHO",,apartamento,1300.0,56.0,2.0,,1.0,aluguel
"Quadra 28, SETOR DE CHACARAS ANHANGUERA B, VALPARAISO DE GOIAS",,apartamento,650.0,45.0,2.0,,1.0,aluguel
"SQNW 310 Bloco H, NOROESTE, BRASILIA",,apartamento,11000.0,119.0,3.0,,,aluguel
"Rua 24, NORTE, AGUAS CLARAS",,apartamento,1350.0,30.0,1.0,,1.0,aluguel
"SHTN Trecho 1, ASA NORTE, BRASILIA",,apartamento,5690.0,53.0,1.0,,,aluguel
"SQSW 301 Bloco G, SUDOESTE, BRASILIA",,apartamento,3600.0,72.0,2.0,,1.0,aluguel
"Avenida Jacarandá, SUL, AGUAS CLARAS",,apartamento,2600.0,67.0,2.0,,1.0,aluguel
"CLN 7 Bloco D, RIACHO FUNDO, RIACHO FUNDO",,apartamento,700.0,84.0,1.0,,,aluguel
"QE 36 Bloco A, GUARA II, GUARA",,kitnet,950.0,30.0,1.0,,,aluguel
"QUADRA 02 CONJUNTO C, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,apartamento,1100.0,39.0,2.0,,,aluguel
"SGAN 914, ASA NORTE, BRASILIA",,apartamento,1680.0,30.0,1.0,,1.0,aluguel
"Avenida Central Blocos 518/680, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,kitnet,1200.0,45.0,,,,aluguel
"QE 40 Conjunto D, GUARA II, GUARA",,apartamento,1200.0,60.0,2.0,,,aluguel
"SETOR DE INDUSTRIAS, SETOR LESTE, GAMA",,apartamento,2950.0,93.0,3.0,,2.0,aluguel
"Quadra 9 Conjunto A, VARJAO, VARJAO",,apartamento,801.0,26.0,1.0,,,aluguel
"Setor SAGOCA Lote 2   Residencial Esplanada, TAGUATINGA NORTE, TAGUATINGA",,apartamento,2100.0,49.0,2.0,,1.0,aluguel
"Avenida Central Blocos 1315/1425, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,kitnet,700.0,35.0,1.0,,,aluguel
"Área Especial 4, GUARA II, GUARA",,apartamento,900.0,32.0,2.0,,,aluguel
"QC 14, JARDINS MANGUEIRAL, BRASILIA",,apartamento,1700.0,50.0,2.0,,1.0,aluguel
"QN 407 Conjunto E, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,1790.0,32.0,1.0,,1.0,aluguel
"ADE Conjunto 13, ADE, AGUAS CLARAS",,apartamento,550.0,27.0,1.0,,,aluguel
"Avenida Monumental, SETOR MEIRELES, SANTA MARIA",,apartamento,2200.0,58.0,3.0,,1.0,aluguel
"SQNW 107 Bloco G, NOROESTE, BRASILIA",,apartamento,23000.0,218.0,3.0,,4.0,aluguel
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",,apartamento,2700.0,60.0,2.0,,2.0,aluguel
"QN 110 Conjunto 2, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,1700.0,44.0,2.0,,1.0,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,apartamento,7000.0,158.0,4.0,,2.0,aluguel
"CSB 02 Lote 07, TAGUATINGA SUL, TAGUATINGA",,apartamento,1500.0,55.0,2.0,,1.0,aluguel
"SQSW 103 Bloco F, SUDOESTE, BRASILIA",,apartamento,7200.0,115.0,4.0,,2.0,aluguel
"QS 9 Rua 100, AREAL, AGUAS CLARAS",,apartamento,1400.0,35.0,1.0,,1.0,aluguel
"Rua DAS FIGUEIRAS, NORTE, AGUAS CLARAS",,apartamento,2000.0,34.0,1.0,,1.0,aluguel
"SQS 203 Bloco I, ASA SUL, BRASILIA",,apartamento,9000.0,187.0,3.0,,,aluguel
"QNM 17 Conjunto C, CEILANDIA SUL, CEILANDIA",,apartamento,1120.0,33.0,1.0,,,aluguel
"Avenida Flamboyant, NORTE, AGUAS CLARAS",,kitnet,1700.0,30.0,1.0,,1.0,aluguel
"QN 303 Conjunto 11, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,1500.0,50.0,2.0,,1.0,aluguel
"SQNW 111, NOROESTE, BRASILIA",,apartamento,35000.0,303.0,3.0,,,aluguel
"QN 122 Conjunto 15, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,2000.0,72.0,3.0,,1.0,aluguel
"SQS 412 Bloco P, ASA SUL, BRASILIA",,apartamento,2900.0,74.0,3.0,,,aluguel
"QNN 19 Conjunto F, CEILANDIA NORTE, CEILANDIA",,kitnet,505.0,25.0,1.0,,,aluguel
"Rua COPAIBA, NORTE, AGUAS CLARAS",,apartamento,1600.0,30.0,1.0,,1.0,aluguel
"SQS 311 Bloco H, ASA SUL, BRASILIA",,apartamento,11000.0,90.0,3.0,,1.0,aluguel
"SQNW 106 Bloco G, NOROESTE, BRASILIA",,apartamento,6150.0,87.0,2.0,,2.0,aluguel
"SQN 116, ASA NORTE, BRASILIA",,apartamento,20000.0,339.0,3.0,,,aluguel
"SHTN, ASA NORTE, BRASILIA",,apartamento,5600.0,45.0,1.0,,1.0,aluguel
"Quadra 502, ITAPOA PARQUE, PARANOA",,apartamento,1100.0,47.0,2.0,,1.0,aluguel
"EPTG QE 1 Bloco B 4, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,apartamento,1600.0,50.0,2.0,,,aluguel
"SCRN 712/713 Bloco F, ASA NORTE, BRASILIA",,apartamento,1300.0,35.0,1.0,,,aluguel
"SCRN 712/713 Bloco F, ASA NORTE, BRASILIA",,apartamento,1300.0,35.0,1.0,,,aluguel
"SHTN Trecho 2, ASA NORTE, BRASILIA",,apartamento,6200.0,47.0,2.0,,2.0,aluguel
"QI 11 Bloco A, GUARA I, GUARA",,apartamento,1850.0,61.0,3.0,,,aluguel
"SQS 304 Bloco J, ASA SUL, BRASILIA",,apartamento,5000.0,160.0,3.0,,,aluguel
"SCRN 716 Bloco A, ASA NORTE, BRASILIA",,apartamento,3000.0,46.0,1.0,,,aluguel
"SQS 316 Bloco G, ASA SUL, BRASILIA",,apartamento,12500.0,157.0,3.0,,1.0,aluguel
"SOFN Quadra 4, SOF NORTE, SETOR INDUSTRIAL",,kitnet,1100.0,40.0,1.0,,,aluguel
"QN 22 Conjunto 3, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,1200.0,50.0,2.0,,1.0,aluguel
"QE 40 Conjunto D, GUARA II, GUARA",,apartamento,900.0,48.0,1.0,,,aluguel
"Avenida Flamboyant, NORTE, AGUAS CLARAS",,apartamento,3500.0,170.0,4.0,,2.0,aluguel
"SGCV Lote 27, PARK SUL, BRASILIA",,apartamento,19000.0,300.0,4.0,,3.0,aluguel
"Rua 37, SUL, AGUAS CLARAS",,apartamento,2650.0,80.0,3.0,,1.0,aluguel
"Quadra 205, SUL, AGUAS CLARAS",,apartamento,3500.0,34.0,1.0,,1.0,aluguel
"ADE Conjunto 04, ADE, AGUAS CLARAS",,apartamento,750.0,55.0,2.0,,,aluguel
"Quadra 16, SETOR DE CHACARAS ANHANGUERA C, VALPARAISO DE GOIAS",,apartamento,750.0,45.0,2.0,,1.0,aluguel
"SMAS Trecho 1 C, PARK SUL, BRASILIA",,apartamento,7000.0,99.0,3.0,,2.0,aluguel
"SQN 402 Bloco G, ASA NORTE, BRASILIA",,apartamento,3700.0,60.0,2.0,,,aluguel
"SQN 209 Bloco K, ASA NORTE, BRASILIA",,apartamento,7600.0,140.0,4.0,,1.0,aluguel
"EPTG QE 4 Bloco B 10, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,apartamento,2300.0,64.0,2.0,,1.0,aluguel
"Terceira Avenida Área Especial 13, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,apartamento,1600.0,50.0,2.0,,,aluguel
"CLN 115 Bloco A, ASA NORTE, BRASILIA",,kitnet,950.0,20.0,,,,aluguel
"QR 312 Conjunto 4 A, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,1100.0,43.0,1.0,,,aluguel
"Rua 31, NORTE, AGUAS CLARAS",,apartamento,1700.0,33.0,1.0,,1.0,aluguel
"QNB 7, TAGUATINGA NORTE, TAGUATINGA",,kitnet,650.0,21.0,1.0,,,aluguel
"QNC 1 Área Especial 19, TAGUATINGA NORTE, TAGUATINGA",,apartamento,3300.0,73.0,3.0,,1.0,aluguel
"QE 38 Conjunto A, GUARA II, GUARA",,apartamento,1100.0,50.0,2.0,,,aluguel
"SCLRN 714 BLOCO F, ASA NORTE, BRASILIA",,apartamento,1300.0,30.0,1.0,,,aluguel
"SHCGN 703 Bloco G, ASA NORTE, BRASILIA",,apartamento,3000.0,45.0,2.0,,,aluguel
"SQS 212 Bloco F, ASA SUL, BRASILIA",,apartamento,14490.0,194.0,3.0,,2.0,aluguel
"SHTN Trecho 1, ASA NORTE, BRASILIA",,apartamento,3459.0,37.0,1.0,,,aluguel
"SGCV Lote 19, PARK SUL, BRASILIA",,apartamento,14900.0,157.0,3.0,,3.0,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,apartamento,850.0,30.0,1.0,,,aluguel
"CNC 5, TAGUATINGA NORTE, TAGUATINGA",,apartamento,1700.0,70.0,3.0,,,aluguel
"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",,apartamento,11250.0,164.0,4.0,,2.0,aluguel
"SCLRN 716 Bloco F, ASA NORTE, BRASILIA",,apartamento,2100.0,60.0,2.0,,,aluguel
"CCSW 1 Lote 4 Bloco B, SUDOESTE, BRASILIA",,kitnet,2000.0,27.0,1.0,,1.0,aluguel
"Rua 37, NORTE, AGUAS CLARAS",,apartamento,3300.0,70.0,1.0,,1.0,aluguel
"Avenida Flamboyant, NORTE, AGUAS CLARAS",,apartamento,1900.0,56.0,2.0,,,aluguel
"SHIS QI 29 Conjunto 16, LAGO SUL, BRASILIA",,apartamento,2200.0,40.0,1.0,,1.0,aluguel
"QS 118 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,1350.0,50.0,2.0,,1.0,aluguel
"SMPW Quadra 17, PARK WAY, BRASILIA",,kitnet,1500.0,45.0,1.0,,,aluguel
"QI 33, GUARA II, GUARA",,apartamento,9500.0,233.0,3.0,,3.0,aluguel
"QS 118 Conjunto 7, SAMAMBAIA SUL, SAMAMBAIA",,kitnet,600.0,30.0,1.0,,,aluguel
"CSA 1, TAGUATINGA SUL, TAGUATINGA",,apartamento,1300.0,70.0,2.0,,,aluguel
"SGCV Lote 11, PARK SUL, BRASILIA",,apartamento,2000.0,36.0,2.0,,2.0,aluguel
"SQNW 109 Bloco I, NOROESTE, BRASILIA",,apartamento,5700.0,73.0,2.0,,2.0,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,apartamento,2200.0,33.0,1.0,,1.0,aluguel
"QS 5 Rua 120, AREAL, AGUAS CLARAS",,apartamento,2200.0,60.0,2.0,,1.0,aluguel
"Rua 08, PARQUE ESPLANADA II, VALPARAISO DE GOIAS",,apartamento,1300.0,43.0,2.0,,1.0,aluguel
"SHCGN 705 Bloco S, ASA NORTE, BRASILIA",,apartamento,3590.0,72.0,2.0,,,aluguel
"CLSW 300A, SUDOESTE, BRASILIA",,apartamento,2600.0,74.0,1.0,,1.0,aluguel
"QN 15C Conjunto 9, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,1200.0,52.0,2.0,,,aluguel
"Rua 20, GUARA II, GUARA",,apartamento,1100.0,30.0,1.0,,,aluguel
"QR 412 Conjunto 13, SAMAMBAIA NORTE, SAMAMBAIA",,kitnet,900.0,38.0,1.0,,,aluguel
"COPAIBA 1, NORTE, AGUAS CLARAS",,apartamento,2797.0,44.0,1.0,,2.0,aluguel
"Avenida Jacarandá, SUL, AGUAS CLARAS",,apartamento,1800.0,30.0,1.0,,,aluguel
"Rua 21, NORTE, AGUAS CLARAS",,apartamento,3500.0,73.0,3.0,,1.0,aluguel
"SQNW 311 Bloco B, NOROESTE, BRASILIA",,apartamento,5600.0,86.0,2.0,,,aluguel
"SQN 215, ASA NORTE, BRASILIA",,apartamento,12000.0,160.0,4.0,,3.0,aluguel
"Quadra 208, SUL, AGUAS CLARAS",,apartamento,1400.0,31.0,1.0,,1.0,aluguel
"QR 412 Conjunto 13, SAMAMBAIA NORTE, SAMAMBAIA",,kitnet,900.0,38.0,1.0,,,aluguel
"SQN 205, ASA NORTE, BRASILIA",,apartamento,7200.0,92.0,3.0,,1.0,aluguel
"QNM 17 Conjunto C, CEILANDIA SUL, CEILANDIA",,apartamento,1120.0,33.0,1.0,,,aluguel
"SQNW 306, NOROESTE, BRASILIA",,apartamento,8500.0,67.0,2.0,,2.0,aluguel
"QS 5 Rua 120, AREAL, AGUAS CLARAS",,apartamento,2250.0,58.0,2.0,,2.0,aluguel
"SIAQuadra 3 C, SIA, SETOR INDUSTRIAL",,kitnet,1300.0,33.0,1.0,,,aluguel
"Rua 19, SUL, AGUAS CLARAS",,apartamento,3500.0,120.0,1.0,,1.0,aluguel
"SEPS 713/913, ASA SUL, BRASILIA",,kitnet,1700.0,25.0,1.0,,1.0,aluguel
"CCSW 1 Lote 2, SUDOESTE, BRASILIA",,apartamento,7500.0,140.0,3.0,,1.0,aluguel
"Quadra 208, SUL, AGUAS CLARAS",,apartamento,4990.0,110.0,3.0,,2.0,aluguel
"Avenida Pau Brasil, NORTE, AGUAS CLARAS",,apartamento,3100.0,80.0,2.0,,1.0,aluguel
"SQNW 302 Bloco A, NOROESTE, BRASILIA",,apartamento,6500.0,81.0,2.0,,2.0,aluguel
"QMSW 4 Lote 4, SUDOESTE, BRASILIA",,kitnet,1200.0,30.0,1.0,,1.0,aluguel
"Chacará 137, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,apartamento,1550.0,79.0,2.0,,,aluguel
"SQS 415, ASA SUL, BRASILIA",,apartamento,3300.0,52.0,2.0,,,aluguel
"CNB 04 Lote 07, TAGUATINGA NORTE, TAGUATINGA",,apartamento,1100.0,35.0,1.0,,,aluguel
"SQN 411 Bloco P, ASA NORTE, BRASILIA",,apartamento,4500.0,79.0,4.0,,,aluguel
"CCSW 5, SUDOESTE, BRASILIA",,kitnet,1700.0,25.0,1.0,,1.0,aluguel
"QI 31, GUARA II, GUARA",,kitnet,2900.0,44.0,1.0,,1.0,aluguel
"Quadra 102, NORTE, AGUAS CLARAS",,apartamento,3200.0,81.0,3.0,,2.0,aluguel
"Quadra 2 Conjunto A 1 Bloco A, SOBRADINHO, SOBRADINHO",,apartamento,1500.0,50.0,2.0,,1.0,aluguel
"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",,apartamento,8300.0,163.0,4.0,,3.0,aluguel
"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",,apartamento,8500.0,164.0,4.0,,3.0,aluguel
"SGCV, PARK SUL, BRASILIA",,apartamento,25000.0,347.0,4.0,,4.0,aluguel
"Rua 17, NORTE, AGUAS CLARAS",,apartamento,4000.0,76.0,3.0,,1.0,aluguel
"QS 5, AREAL, AGUAS CLARAS",,apartamento,1800.0,76.0,3.0,,1.0,aluguel
"QN 5A, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,1200.0,70.0,2.0,,1.0,aluguel
"Rua 28, NORTE, AGUAS CLARAS",,apartamento,4000.0,105.0,2.0,,1.0,aluguel
"Rua 3B, VICENTE PIRES, VICENTE PIRES",,apartamento,1300.0,70.0,1.0,,1.0,aluguel
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",,apartamento,1700.0,50.0,2.0,,1.0,aluguel
"CA 08, LAGO NORTE, BRASILIA",,kitnet,1400.0,30.0,1.0,,1.0,aluguel
"Trecho 1 Lote C , SETOR INDUSTRIAL, GUARA",,apartamento,6000.0,75.0,2.0,,2.0,aluguel
"Avenida Pau Brasil, SUL, AGUAS CLARAS",,apartamento,3500.0,100.0,3.0,,2.0,aluguel
"QC 6, JARDINS MANGUEIRAL, BRASILIA",,apartamento,2900.0,48.0,2.0,,1.0,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,kitnet,1200.0,35.0,,,,aluguel
"QI 23 Lote 3, GUARA II, GUARA",,apartamento,3300.0,58.0,2.0,,1.0,aluguel
"AOS 06, OCTOGONAL, BRASILIA",,apartamento,5500.0,124.0,4.0,,1.0,aluguel
"SQS 113, ASA SUL, BRASILIA",,apartamento,10000.0,130.0,3.0,,1.0,aluguel
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",,apartamento,1500.0,30.0,1.0,,1.0,aluguel
"Rua 3, NORTE, AGUAS CLARAS",,apartamento,3600.0,102.0,3.0,,2.0,aluguel
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",,apartamento,1800.0,67.0,3.0,,1.0,aluguel
"Rua 3, NORTE, AGUAS CLARAS",,apartamento,4000.0,89.0,2.0,,1.0,aluguel
"SQN 206, ASA NORTE, BRASILIA",,apartamento,8000.0,120.0,3.0,,1.0,aluguel
"QC 6, JARDINS MANGUEIRAL, BRASILIA",,apartamento,1900.0,48.0,2.0,,1.0,aluguel
"SQS 303 Bloco D, ASA SUL, BRASILIA",,apartamento,6500.0,110.0,3.0,,1.0,aluguel
"Quadra 204, SUL, AGUAS CLARAS",,apartamento,2650.0,81.0,2.0,,1.0,aluguel
"QSE Área Especial 11, TAGUATINGA SUL, TAGUATINGA",,apartamento,1800.0,47.0,2.0,,1.0,aluguel
"SHTN Trecho 2 Lote 3, ASA NORTE, BRASILIA",,apartamento,2300.0,31.0,1.0,,1.0,aluguel
"QN 5 Conjunto 18, RIACHO FUNDO, RIACHO FUNDO",,apartamento,750.0,42.0,1.0,,,aluguel
"QS 7 Rua 820, AREAL, AGUAS CLARAS",,kitnet,1300.0,30.0,1.0,,1.0,aluguel
"Quadra 203, SUL, AGUAS CLARAS",,apartamento,2800.0,69.0,2.0,,1.0,aluguel
"Rua 11, GUARA II, GUARA",,apartamento,920.0,42.0,1.0,,,aluguel
"SCRN 710/711, ASA NORTE, BRASILIA",,kitnet,1100.0,31.0,1.0,,,aluguel
"Alameda Gravatá Quadra 301 Conjunto 09, NORTE, AGUAS CLARAS",,apartamento,2400.0,59.0,2.0,,1.0,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,apartamento,2700.0,67.0,2.0,,1.0,aluguel
"EPTG QE 4 Bloco A 5, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,apartamento,3000.0,65.0,2.0,,2.0,aluguel
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",,apartamento,1700.0,50.0,2.0,,1.0,aluguel
"Avenida Parque Águas Claras, SUL, AGUAS CLARAS",,apartamento,4500.0,110.0,4.0,,,aluguel
"QNA 13, TAGUATINGA NORTE, TAGUATINGA",,apartamento,990.0,32.0,1.0,,,aluguel
"SQS 210 Bloco E, ASA SUL, BRASILIA",,apartamento,6700.0,130.0,4.0,,1.0,aluguel
"SHCES Quadra 1103 Bloco A, NOVO, CRUZEIRO",,apartamento,2500.0,59.0,2.0,,,aluguel
"CA 08, LAGO NORTE, BRASILIA",,apartamento,2400.0,30.0,1.0,,1.0,aluguel
"Rua 36, NORTE, AGUAS CLARAS",,apartamento,2300.0,35.0,1.0,,1.0,aluguel
"CSE 5, TAGUATINGA SUL, TAGUATINGA",,apartamento,850.0,50.0,2.0,,,aluguel
"Rua 19, NORTE, AGUAS CLARAS",,apartamento,1900.0,38.0,1.0,,,aluguel
"QE 40 Área Especial 6A, GUARA II, GUARA",,apartamento,2000.0,58.0,2.0,,1.0,aluguel
"CNB 4, TAGUATINGA NORTE, TAGUATINGA",,apartamento,1100.0,70.0,2.0,,,aluguel
"SHCES Quadra 207 Bloco F, NOVO, CRUZEIRO",,kitnet,1250.0,35.0,1.0,,,aluguel
"CSG 3, TAGUATINGA SUL, TAGUATINGA",,apartamento,2500.0,46.0,1.0,,1.0,aluguel
"SGCV, PARK SUL, BRASILIA",,apartamento,3800.0,55.0,2.0,,2.0,aluguel
"SGCV Lote 13, PARK SUL, BRASILIA",,apartamento,3100.0,55.0,1.0,,1.0,aluguel
"Avenida Buritís Quadra 404, RECANTO DAS EMAS, RECANTO DAS EMAS",,apartamento,950.0,38.0,1.0,,,aluguel
"QMSW 6, SUDOESTE, BRASILIA",,apartamento,1600.0,30.0,1.0,,1.0,aluguel
"Avenida Sibipiruna, SUL, AGUAS CLARAS",,apartamento,2500.0,40.0,1.0,,1.0,aluguel
"SQN 208 Bloco J, ASA NORTE, BRASILIA",,apartamento,10000.0,130.0,4.0,,2.0,aluguel
"SQS 302 Bloco B, ASA SUL, BRASILIA",,apartamento,8500.0,200.0,4.0,,1.0,aluguel
"QE 46 Área Especial 3, GUARA II, GUARA",,apartamento,1750.0,27.0,1.0,,1.0,aluguel
"SHCES Quadra 305 Bloco J, NOVO, CRUZEIRO",,apartamento,2450.0,69.0,3.0,,,aluguel
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",,apartamento,2300.0,51.0,2.0,,1.0,aluguel
"CLNW 2/3 Lote K, NOROESTE, BRASILIA",,apartamento,5760.0,64.0,2.0,,1.0,aluguel
