description,address,property_type,price,size,bedrooms,bathrooms,parking_spaces,contract_type,latitude,longitude
"SQNW 104 Bloco E, NOROESTE, BRASILIA",,apartamento,2670.0,162.0,4.0,,3.0,venda,-15.7616698,-47.9083039
"QR 104 Conjunto 7 A, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,280000.0,55.0,2.0,,1.0,venda,-15.8725496,-48.0807524
"QI 23 Lote 10, GUARA II, GUARA",,apartamento,575000.0,66.0,3.0,,1.0,venda,-15.8290841,-47.9815851
"QC 5 Conjunto 3, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,195000.0,50.0,2.0,,1.0,venda,-15.921529,-48.0461311
"EPTG QE 4 Bloco A 9, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,apartamento,359000.0,60.0,2.0,,1.0,venda,-15.8115042,-47.9773753
"QI 2 Bloco P, GUARA I, GUARA",,apartamento,440000.0,53.0,2.0,,1.0,venda,-15.8149171,-47.9820637
"EPTG QE 2 Bloco A 7, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,apartamento,479000.0,73.0,2.0,,,venda,-15.808906,-47.9867173
"SQS 312, ASA SUL, BRASILIA",,apartamento,3290.0,221.0,4.0,,1.0,venda,-15.82244,-47.9162555
"SHCES Quadra 1505 Bloco H, NOVO, CRUZEIRO",,apartamento,540000.0,47.0,2.0,,,venda,-15.7954526,-47.9342166
"SQNW 310, NOROESTE, BRASILIA",,apartamento,1835.0,105.0,3.0,,2.0,venda,-15.7447981,-47.9131549
"CRS 509, ASA SUL, BRASILIA",,apartamento,1400.0,154.0,1.0,,2.0,venda,-15.8150744,-47.9093002
"QN 412, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,170000.0,30.0,1.0,,1.0,venda,-15.8560003,-48.07633800000001
"SQNW 106 Bloco C, NOROESTE, BRASILIA",,apartamento,3262.0,204.0,4.0,,4.0,venda,-15.7561384,-47.9103231
"SQS 208, ASA SUL, BRASILIA",,apartamento,1320.0,100.0,3.0,,1.0,venda,-15.8200974,-47.9014186
"AOS 05, OCTOGONAL, BRASILIA",,apartamento,1895.0,125.0,4.0,,1.0,venda,-15.8057612,-47.9427618
"SQN 216 Bloco K, ASA NORTE, BRASILIA",,apartamento,1099.0,92.0,3.0,,1.0,venda,-15.7373763,-47.8908165
"SQN 315, ASA NORTE, BRASILIA",,apartamento,1600.0,135.0,3.0,,1.0,venda,-15.7424306,-47.8952378
"SQNW 302, NOROESTE, BRASILIA",,apartamento,1990.0,144.0,2.0,,3.0,venda,-15.7670603,-47.9101946
"SQS 316, ASA SUL, BRASILIA",,apartamento,2200.0,158.0,3.0,,1.0,venda,-15.8297692,-47.9273859
"CLS 4, RIACHO FUNDO, RIACHO FUNDO",,apartamento,175000.0,40.0,2.0,,,venda,-15.8838908,-48.0158943
"QI 29 Lotes 2, 4, 6 e 8, GUARA II, GUARA",,apartamento,1790.0,152.0,4.0,,3.0,venda,-15.8228362,-47.8863445
"C 11 Lote 03/05, TAGUATINGA CENTRO, TAGUATINGA",,apartamento,308000.0,66.0,3.0,,1.0,venda,-15.8708035,-48.0355401
"SQS 409 Bloco E, ASA SUL, BRASILIA",,apartamento,350000.0,33.0,1.0,,,venda,-15.8243096,-47.902771
"SQNW 310 Bloco F, NOROESTE, BRASILIA",,apartamento,1699.0,117.0,3.0,,3.0,venda,-15.7456721,-47.9124472
"Rua 35, NORTE, AGUAS CLARAS",,apartamento,680000.0,87.0,3.0,,1.0,venda,-15.8352342,-48.0367863
"Rua 35, NORTE, AGUAS CLARAS",,apartamento,670000.0,87.0,3.0,,1.0,venda,-15.8352342,-48.0367863
"SQS 207, ASA SUL, BRASILIA",,apartamento,2300.0,175.0,3.0,,1.0,venda,-15.8179723,-47.8986372
"SHCES Quadra 203, NOVO, CRUZEIRO",,apartamento,629000.0,63.0,3.0,,,venda,-15.7955956,-47.9391371
"SQN 416 Bloco M, ASA NORTE, BRASILIA",,apartamento,820000.0,78.0,3.0,,,venda,-15.7370945,-47.8863908
"SCRN 704/705, ASA NORTE, BRASILIA",,apartamento,389000.0,35.0,1.0,,1.0,venda,-15.7753223,-47.889131
"QI 23, GUARA II, GUARA",,apartamento,398000.0,48.0,2.0,,,venda,-15.8280824,-47.9819284
"SQN 209, ASA NORTE, BRASILIA",,apartamento,860000.0,54.0,2.0,,1.0,venda,-15.7594354,-47.8828783
"Área Especial 4 Módulo G, GUARA II, GUARA",,apartamento,690000.0,64.0,2.0,,1.0,venda,-15.840716,-47.984031
"EPTG QE 3, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,apartamento,379000.0,60.0,2.0,,1.0,venda,-15.8087543,-47.9885667
"SHCES Quadra 509, NOVO, CRUZEIRO",,apartamento,480000.0,63.0,3.0,,,venda,-15.7955495,-47.9406177
"Rua 16, SUL, AGUAS CLARAS",,apartamento,820000.0,104.0,4.0,,1.0,venda,-15.8394075,-48.0209023
"SQN 407, ASA NORTE, BRASILIA",,apartamento,850000.0,58.0,2.0,,1.0,venda,-15.7641268,-47.8779353
"SQNW 311 Bloco D, NOROESTE, BRASILIA",,apartamento,1650.0,97.0,1.0,,2.0,venda,-15.740749,-47.9138908
"SQS 410, ASA SUL, BRASILIA",,apartamento,770000.0,72.0,2.0,,,venda,-15.8256678,-47.9051275
"SQS 406, ASA SUL, BRASILIA",,apartamento,1000.0,77.0,3.0,,,venda,-15.8183395,-47.8940017
"SHCES Quadra 1409 Bloco G, NOVO, CRUZEIRO",,apartamento,528000.0,56.0,2.0,,,venda,-15.7942939,-47.9349662
"SQNW 109 Bloco J, NOROESTE, BRASILIA",,apartamento,2190.0,157.0,2.0,,3.0,venda,-15.7463322,-47.9095704
"Avenida Parque Águas Claras Quadra 301 Conjunto 06, NORTE, AGUAS CLARAS",,apartamento,410000.0,60.0,2.0,,1.0,venda,-15.8353204,-48.0258896
"SQNW 105 Bloco D, NOROESTE, BRASILIA",,apartamento,4510.0,291.0,4.0,,4.0,venda,-15.7643017,-47.9088787
"SGCV Lote 1, PARK SUL, BRASILIA",,apartamento,795000.0,62.0,2.0,,1.0,venda,-15.819561,-47.9530786
"SQN 306, ASA NORTE, BRASILIA",,apartamento,720000.0,57.0,2.0,,,venda,-15.7696882,-47.8865859
"SQSW 303, SUDOESTE, BRASILIA",,apartamento,1280.0,92.0,3.0,,1.0,venda,-15.8001493,-47.926149
"SQNW 108 Bloco I, NOROESTE, BRASILIA",,apartamento,1650.0,153.0,3.0,,2.0,venda,-15.7511689,-47.9103478
"SQSW 300 Bloco S, SUDOESTE, BRASILIA",,apartamento,9800.0,513.0,4.0,,3.0,venda,-15.7914524,-47.9168243
"SQNW 110, NOROESTE, BRASILIA",,apartamento,3600.0,275.0,4.0,,3.0,venda,-15.7445521,-47.9104968
"SQS 114 Bloco H, ASA SUL, BRASILIA",,apartamento,1980.0,157.0,3.0,,1.0,venda,-15.8287244,-47.9194485
"SQNW 102 Bloco G, NOROESTE, BRASILIA",,apartamento,5900.0,389.0,4.0,,4.0,venda,-15.7676535,-47.9082786
"QI 23 Lote 10, GUARA II, GUARA",,apartamento,590000.0,72.0,3.0,,1.0,venda,-15.8290841,-47.9815851
"SQN 208, ASA NORTE, BRASILIA",,apartamento,2069.0,127.0,4.0,,2.0,venda,-15.7626593,-47.8816425
"CCSW 2, SUDOESTE, BRASILIA",,apartamento,880000.0,58.0,2.0,,1.0,venda,-15.7956762,-47.92831349999999
"SQS 306, ASA SUL, BRASILIA",,apartamento,2500.0,178.0,3.0,,,venda,-15.810789,-47.9004915
"SQSW 101 Bloco A, SUDOESTE, BRASILIA",,apartamento,2350.0,193.0,4.0,,2.0,venda,-15.7997222,-47.9200372
"SQN 405, ASA NORTE, BRASILIA",,apartamento,799000.0,79.0,3.0,,,venda,-15.7708665,-47.8766997
"SQN 213, ASA NORTE, BRASILIA",,apartamento,1650.0,110.0,3.0,,1.0,venda,-15.7474199,-47.8865859
"SHCES Quadra 109, NOVO, CRUZEIRO",,apartamento,695000.0,55.0,2.0,,,venda,-15.7955956,-47.9391371
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",,apartamento,349000.0,59.0,2.0,,1.0,venda,-15.8515533,-47.8820384
"SQN 115, ASA NORTE, BRASILIA",,apartamento,2200.0,168.0,4.0,,1.0,venda,-15.7418472,-47.8927657
"QNH Área Especial 3, TAGUATINGA NORTE, TAGUATINGA",,apartamento,275000.0,47.0,2.0,,1.0,venda,-15.8067361,-48.085449
"SQS 409, ASA SUL, BRASILIA",,apartamento,818000.0,87.0,3.0,,,venda,-15.8239088,-47.90265489999999
"EPTG QE 2 Bloco A 5, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,apartamento,370000.0,61.0,3.0,,1.0,venda,-15.8093754,-47.9904714
"Área Especial 4 LoteS G/H, GUARA II, GUARA",,apartamento,875000.0,87.0,3.0,,1.0,venda,-15.840716,-47.984031
"SQN 211 Bloco C, ASA NORTE, BRASILIA",,apartamento,3199.0,279.0,5.0,,1.0,venda,-15.753019,-47.8839885
"Rua 22, NORTE, AGUAS CLARAS",,apartamento,497000.0,70.0,2.0,,1.0,venda,-15.839214,-48.0267776
"SQSW 103 Bloco A, SUDOESTE, BRASILIA",,apartamento,2440.0,183.0,4.0,,2.0,venda,-15.8038205,-47.9249025
"Rua IPE AMARELO, SUL, AGUAS CLARAS",,apartamento,785000.0,112.0,3.0,,2.0,venda,-15.8380697,-48.0126839
"SQN 303 Bloco H, ASA NORTE, BRASILIA",,apartamento,999000.0,75.0,2.0,,1.0,venda,-15.7791208,-47.8859635
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",,apartamento,299999.0,73.0,3.0,,1.0,venda,-15.8232006,-48.0609018
"SQNW 110 Bloco J, NOROESTE, BRASILIA",,apartamento,2799.0,197.0,4.0,,3.0,venda,-15.7444864,-47.9110682
"Área Especial 02 Módulo C, GUARA II, GUARA",,apartamento,415000.0,55.0,1.0,,1.0,venda,-15.8359059,-47.9792314
"SQNW 110 Bloco F, NOROESTE, BRASILIA",,apartamento,2190.0,118.0,3.0,,2.0,venda,-15.7455018,-47.9104179
"QN 307 Conjunto 1, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,269900.0,58.0,2.0,,1.0,venda,-15.8841186,-48.0982242
"SQN 212, ASA NORTE, BRASILIA",,apartamento,920000.0,80.0,2.0,,1.0,venda,-15.7494719,-47.88535
"SQSW 105, SUDOESTE, BRASILIA",,apartamento,1450.0,94.0,3.0,,1.0,venda,-15.8060116,-47.9310965
"Quadra 101 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,510000.0,78.0,3.0,,1.0,venda,-15.8775597,-48.0905202
"SQSW 303, SUDOESTE, BRASILIA",,apartamento,1100.0,79.0,2.0,,1.0,venda,-15.8001493,-47.926149
"Rua IPE AMARELO, NORTE, AGUAS CLARAS",,apartamento,875000.0,127.0,3.0,,1.0,venda,-15.8380697,-48.0126839
"Quadra 202 Conjunto 2, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,495000.0,69.0,3.0,,1.0,venda,-15.8699473,-48.0861983
"SQN 212, ASA NORTE, BRASILIA",,apartamento,1170.0,75.0,2.0,,1.0,venda,-15.7494719,-47.88535
"SQS 208 Bloco I, ASA SUL, BRASILIA",,apartamento,1900.0,140.0,3.0,,1.0,venda,-15.8193194,-47.9013817
"SQNW 103 Bloco J, NOROESTE, BRASILIA",,apartamento,2650.0,169.0,4.0,,3.0,venda,-15.7638103,-47.9097121
"SQS 102, ASA SUL, BRASILIA",,apartamento,2080.0,112.0,3.0,,1.0,venda,-15.80361,-47.8899847
"SQN 309, ASA NORTE, BRASILIA",,apartamento,3555.0,298.0,5.0,,3.0,venda,-15.7608957,-47.8890577
"SHCGN 716, ASA NORTE, BRASILIA",,apartamento,630000.0,56.0,2.0,,,venda,-15.7400813,-47.90018240000001
"SQNW 110, NOROESTE, BRASILIA",,apartamento,3800.0,262.0,4.0,,3.0,venda,-15.7445521,-47.9104968
"SHCGN 714, ASA NORTE, BRASILIA",,apartamento,1660.0,123.0,3.0,,,venda,-15.7465302,-47.89771
"Avenida Parque Águas Claras Quadra 301 Conjunto 02, NORTE, AGUAS CLARAS",,apartamento,789000.0,118.0,3.0,,2.0,venda,-15.8308694,-48.0144066
"SQSW 300 Bloco M, SUDOESTE, BRASILIA",,apartamento,2300.0,147.0,4.0,,2.0,venda,-15.791592,-47.9185554
"SQN 305, ASA NORTE, BRASILIA",,apartamento,1300.0,91.0,3.0,,1.0,venda,-15.7732046,-47.8865859
"CCSW 2, SUDOESTE, BRASILIA",,apartamento,1300.0,92.0,1.0,,1.0,venda,-15.7956762,-47.92831349999999
"QI 25 Lote 5/17, GUARA II, GUARA",,apartamento,650000.0,78.0,3.0,,1.0,venda,-15.8344836,-47.9802872
"Rua IPE AMARELO, SUL, AGUAS CLARAS",,apartamento,850000.0,110.0,4.0,,2.0,venda,-15.8380697,-48.0126839
"SQN 411, ASA NORTE, BRASILIA",,apartamento,840000.0,95.0,3.0,,,venda,-15.7521119,-47.8816425
"SQN 203, ASA NORTE, BRASILIA",,apartamento,1599.0,100.0,3.0,,1.0,venda,-15.7784834,-47.87917100000001
"SQS 210 Bloco K, ASA SUL, BRASILIA",,apartamento,1380.0,100.0,3.0,,1.0,venda,-15.8234572,-47.9071127
"SGCV Lote 21, PARK SUL, BRASILIA",,apartamento,1779.0,120.0,3.0,,2.0,venda,-15.8273938,-47.9563421
"Rua 3, SUL, AGUAS CLARAS",,apartamento,850000.0,127.0,3.0,,1.0,venda,-15.8365529,-48.0103759
"QS 425, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,194900.0,32.0,2.0,,,venda,-15.8887807,-48.1255943
"SHCES Quadra 305, NOVO, CRUZEIRO",,apartamento,625000.0,61.0,3.0,,,venda,-15.7972504,-47.942576
"SQS 416, ASA SUL, BRASILIA",,apartamento,850000.0,78.0,3.0,,,venda,-15.8376895,-47.921202
"SQN 209, ASA NORTE, BRASILIA",,apartamento,1650.0,140.0,3.0,,1.0,venda,-15.7594354,-47.8828783
"SQNW 110, NOROESTE, BRASILIA",,apartamento,2849.0,185.0,4.0,,3.0,venda,-15.7445521,-47.9104968
"Rua 20, NORTE, AGUAS CLARAS",,apartamento,470000.0,63.0,2.0,,1.0,venda,-15.8390656,-48.0250423
"Rua 20, NORTE, AGUAS CLARAS",,apartamento,615000.0,84.0,3.0,,1.0,venda,-15.8390656,-48.0250423
"SQS 109, ASA SUL, BRASILIA",,apartamento,2200.0,131.0,4.0,,1.0,venda,-15.8189236,-47.9063638
"SQNW 307 Bloco H, NOROESTE, BRASILIA",,apartamento,1200.0,75.0,2.0,,1.0,venda,-15.7520993,-47.9120335
"QRSW 2, SUDOESTE, BRASILIA",,apartamento,621000.0,61.0,2.0,,,venda,-15.7933287,-47.9307873
"SHCGN 707 Bloco C, ASA NORTE, BRASILIA",,apartamento,563000.0,65.0,2.0,,,venda,-15.7677493,-47.8913982
"SQNW 310, NOROESTE, BRASILIA",,apartamento,898000.0,66.0,1.0,,2.0,venda,-15.7447981,-47.9131549
"SQB 2 Bloco F, GUARA I, GUARA",,apartamento,1000.0,100.0,4.0,,2.0,venda,-15.8134713,-47.9786726
"SQN 106 Bloco J, ASA NORTE, BRASILIA",,apartamento,1950.0,181.0,4.0,,1.0,venda,-15.7687086,-47.8834225
"SQN 406, ASA NORTE, BRASILIA",,apartamento,800000.0,78.0,3.0,,,venda,-15.7685225,-47.8766997
"SQN 107 Bloco D, ASA NORTE, BRASILIA",,apartamento,3100.0,246.0,4.0,,2.0,venda,-15.7669035,-47.8856675
"SQS 414 Bloco J, ASA SUL, BRASILIA",,apartamento,697997.0,62.0,3.0,,,venda,-15.8340567,-47.9146297
"SQNW 107 Bloco B, NOROESTE, BRASILIA",,apartamento,1990.0,170.0,2.0,,6.0,venda,-15.7533873,-47.9101006
"SQN 305 Bloco I, ASA NORTE, BRASILIA",,apartamento,1750.0,109.0,3.0,,,venda,-15.772659,-47.887427
"SQNW 311 Bloco G, NOROESTE, BRASILIA",,apartamento,2750.0,177.0,4.0,,3.0,venda,-15.7418215,-47.9123913
"SQN 409 Bloco M, ASA NORTE, BRASILIA",,apartamento,850000.0,97.0,4.0,,,venda,-15.7594053,-47.8805485
"QNN 11, CEILANDIA NORTE, CEILANDIA",,apartamento,255100.0,46.0,2.0,,1.0,venda,-15.8202136,-48.1156193
"QRSW 6, SUDOESTE, BRASILIA",,apartamento,695000.0,61.0,2.0,,,venda,-15.785999,-47.9295504
"SQSW 306 Bloco E, SUDOESTE, BRASILIA",,apartamento,1390.0,99.0,3.0,,1.0,venda,-15.805803,-47.9355277
"SQS 215 Bloco K, ASA SUL, BRASILIA",,apartamento,1480.0,116.0,3.0,,1.0,venda,-15.8326794,-47.9203177
"Area Especial 04 Lotes E F, GUARA II, GUARA",,apartamento,1165.0,113.0,4.0,,2.0,venda,-15.8359059,-47.9792314
"SHCES Quadra 707 Bloco E, NOVO, CRUZEIRO",,apartamento,3300.0,208.0,4.0,,4.0,venda,-15.7939705,-47.9388356
"SQNW 111 Bloco A, NOROESTE, BRASILIA",,apartamento,2450.0,163.0,4.0,,2.0,venda,-15.7421497,-47.910662
"CRNW 510 Bloco B Lote 3, NOROESTE, BRASILIA",,apartamento,520000.0,33.0,1.0,,1.0,venda,-15.7442977,-47.9145711
"SQSW 301 Bloco B, SUDOESTE, BRASILIA",,apartamento,1050.0,65.0,2.0,,1.0,venda,-15.7969605,-47.9208842
"SQS 406 Bloco R, ASA SUL, BRASILIA",,apartamento,1000.0,77.0,3.0,,,venda,-15.8179877,-47.8953149
"Quadra 2 Conjunto A10 Bloco C, SOBRADINHO, SOBRADINHO",,apartamento,579980.0,65.0,2.0,,1.0,venda,-15.7079472,-47.9133088
"SQN 209 Bloco A, ASA NORTE, BRASILIA",,apartamento,3500.0,257.0,4.0,,,venda,-15.7590153,-47.8823224
"SQS 214, ASA SUL, BRASILIA",,apartamento,1699.0,122.0,3.0,,,venda,-15.8309444,-47.9174921
"SQS 304 Bloco D, ASA SUL, BRASILIA",,apartamento,1530.0,137.0,3.0,,,venda,-15.8066774,-47.8961338
"QI 31 Lote 13, GUARA II, GUARA",,apartamento,780000.0,98.0,3.0,,1.0,venda,-15.8401818,-47.9739055
"Área Especial 02, GUARA II, GUARA",,apartamento,749000.0,60.0,2.0,,2.0,venda,-15.8067496,-48.0854887
"Area Especial 04 Lotes E F, GUARA II, GUARA",,apartamento,1130.0,114.0,4.0,,2.0,venda,-15.8359059,-47.9792314
"SQS 203, ASA SUL, BRASILIA",,apartamento,2490.0,171.0,3.0,,2.0,venda,-15.8085934,-47.8887487
"SQS 313 Bloco H, ASA SUL, BRASILIA",,apartamento,3100.0,209.0,4.0,,2.0,venda,-15.8245306,-47.9198301
"SQNW 110 Bloco K, NOROESTE, BRASILIA",,apartamento,2849.0,185.0,4.0,,3.0,venda,-15.7444864,-47.9110682
"QI 25 Lote 04, GUARA II, GUARA",,apartamento,589999.0,89.0,3.0,,1.0,venda,-15.8331559,-47.9794444
"SHCES Quadra 109 Bloco A, NOVO, CRUZEIRO",,apartamento,598000.0,54.0,2.0,,,venda,-15.794468,-47.9426299
"SHCGN 710 Bloco A, ASA NORTE, BRASILIA",,apartamento,1249.0,115.0,3.0,,,venda,-15.7600167,-47.8942948
"SQNW 107 Bloco J, NOROESTE, BRASILIA",,apartamento,1950.0,123.0,3.0,,3.0,venda,-15.7518892,-47.9097741
"SQS 114 Bloco G, ASA SUL, BRASILIA",,apartamento,2100.0,157.0,3.0,,1.0,venda,-15.8286852,-47.919279
"SQN 309 Bloco C, ASA NORTE, BRASILIA",,apartamento,1590.0,116.0,4.0,,2.0,venda,-15.7613427,-47.8902077
"SQN 203 Bloco K, ASA NORTE, BRASILIA",,apartamento,1650.0,135.0,3.0,,1.0,venda,-15.7789177,-47.8795295
"Rua 34, SUL, AGUAS CLARAS",,apartamento,585000.0,58.0,2.0,,1.0,venda,-15.8383816,-48.0383619
"CSA 02 Lote 12/14, TAGUATINGA SUL, TAGUATINGA",,apartamento,750000.0,147.0,4.0,,1.0,venda,-15.85181,-48.04185
"Quadra 2 Conjunto B 2 Bloco B, SOBRADINHO, SOBRADINHO",,apartamento,1059.0,88.0,3.0,,1.0,venda,-15.7079472,-47.9133088
"CLN 7 Bloco F, RIACHO FUNDO, RIACHO FUNDO",,apartamento,175000.0,31.0,1.0,,1.0,venda,-15.8850319,-48.0218097
"SGAN 915 Módulo F, ASA NORTE, BRASILIA",,kitnet,420000.0,28.0,1.0,,1.0,venda,-15.7430089,-47.9013175
"SQN 411 Bloco Q, ASA NORTE, BRASILIA",,apartamento,990000.0,95.0,3.0,,,venda,-15.7525232,-47.8808924
"QS 5 Rua 100, AREAL, AGUAS CLARAS",,apartamento,330000.0,42.0,2.0,,1.0,venda,-15.8539763,-48.0346404
"SHCES Quadra 1105, NOVO, CRUZEIRO",,apartamento,689000.0,63.0,3.0,,,venda,-15.7964715,-47.9378446
"CNB 13 Lote 05, TAGUATINGA NORTE, TAGUATINGA",,apartamento,290000.0,57.0,2.0,,,venda,-15.8199329,-48.0633527
"SQS 414, ASA SUL, BRASILIA",,apartamento,698000.0,62.0,3.0,,,venda,-15.8338775,-47.9150189
"QI 25 Lote 4, GUARA II, GUARA",,apartamento,590000.0,89.0,2.0,,1.0,venda,-15.8331559,-47.9794444
"QS 601, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,255000.0,46.0,2.0,,1.0,venda,-15.8658191,-48.0957175
"SQN 409 Bloco M, ASA NORTE, BRASILIA",,apartamento,780000.0,63.0,2.0,,,venda,-15.7594053,-47.8805485
"SQS 409 Bloco P, ASA SUL, BRASILIA",,apartamento,816998.0,86.0,3.0,,,venda,-15.8232863,-47.9024533
"QE 38 Bloco E, GUARA II, GUARA",,apartamento,454000.0,77.0,3.0,,1.0,venda,-15.8492542,-47.970975
"SQS 206 Bloco D, ASA SUL, BRASILIA",,apartamento,1600.0,124.0,3.0,,1.0,venda,-15.8159569,-47.8955988
"QS 303, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,480000.0,103.0,3.0,,1.0,venda,-15.8846736,-48.0926917
"SQNW 106 Bloco A, NOROESTE, BRASILIA",,apartamento,1690.0,143.0,4.0,,2.0,venda,-15.7554193,-47.9097103
"QI 7, GUARA I, GUARA",,apartamento,860000.0,97.0,3.0,,2.0,venda,-15.8178353,-47.9784478
"SQNW 111 Bloco D, NOROESTE, BRASILIA",,apartamento,2400.0,160.0,4.0,,3.0,venda,-15.7418969,-47.9098723
"SGAN 912 Módulo C, ASA NORTE, BRASILIA",,apartamento,298000.0,26.0,1.0,,1.0,venda,-15.7545409,-47.9006529
"QI 3 Bloco H, GUARA I, GUARA",,apartamento,490000.0,71.0,2.0,,1.0,venda,-15.8160249,-47.9754811
"SQN 409, ASA NORTE, BRASILIA",,apartamento,830000.0,95.0,3.0,,,venda,-15.7576794,-47.8804068
"SHCES Quadra 105, NOVO, CRUZEIRO",,apartamento,445000.0,56.0,2.0,,,venda,-15.7994365,-47.943625
"QRSW 6 Bloco A 2, SUDOESTE, BRASILIA",,apartamento,700000.0,60.0,2.0,,,venda,-15.7863731,-47.930225
"SQN 409 Bloco N, ASA NORTE, BRASILIA",,apartamento,830000.0,95.0,3.0,,,venda,-15.7586802,-47.8796523
"SQN 211 Bloco D, ASA NORTE, BRASILIA",,apartamento,2250.0,160.0,2.0,,2.0,venda,-15.7523872,-47.8845611
"SQN 312, ASA NORTE, BRASILIA",,apartamento,785000.0,95.0,3.0,,,venda,-15.7512231,-47.8927657
"SQN 211 Bloco I, ASA NORTE, BRASILIA",,apartamento,2250.0,160.0,2.0,,2.0,venda,-15.7533571,-47.8852142
"SQS 413 Bloco Q, ASA SUL, BRASILIA",,apartamento,540500.0,53.0,2.0,,,venda,-15.8322156,-47.9116309
"SQNW 310 Bloco A, NOROESTE, BRASILIA",,apartamento,5700.0,309.0,5.0,,4.0,venda,-15.7441887,-47.9129856
"SQN 106, ASA NORTE, BRASILIA",,apartamento,1400.0,110.0,2.0,,1.0,venda,-15.7691038,-47.8841141
"SQN 310 Bloco L, ASA NORTE, BRASILIA",,apartamento,2200.0,169.0,4.0,,2.0,venda,-15.7584782,-47.8896574
"SQN 110 Bloco J, ASA NORTE, BRASILIA",,apartamento,3150.0,237.0,4.0,,2.0,venda,-15.7567848,-47.8875341
"QNL 21 Bloco B, TAGUATINGA NORTE, TAGUATINGA",,apartamento,250000.0,59.0,2.0,,1.0,venda,-15.8157842,-48.0908709
"SQS 408 Bloco A, ASA SUL, BRASILIA",,apartamento,610000.0,73.0,3.0,,,venda,-15.8211434,-47.8987585
"SHCES Quadra 707 Bloco E, NOVO, CRUZEIRO",,apartamento,498000.0,61.0,3.0,,,venda,-15.7939705,-47.9388356
"SQSW 303 Bloco A, SUDOESTE, BRASILIA",,kitnet,250000.0,27.0,,,,venda,-15.8002305,-47.9271063
"SQNW 111 Bloco A, NOROESTE, BRASILIA",,apartamento,2600.0,175.0,4.0,,3.0,venda,-15.7421497,-47.910662
"SHCES Quadra 201 Bloco A, NOVO, CRUZEIRO",,apartamento,395000.0,44.0,2.0,,,venda,-15.8002998,-47.9442925
"SQNW 309 Bloco G, NOROESTE, BRASILIA",,apartamento,1650.0,127.0,3.0,,2.0,venda,-15.7474448,-47.9121041
"QBR 4 Bloco K, RESIDENCIAL SANTOS DUMONT, SANTA MARIA",,apartamento,440000.0,102.0,3.0,,2.0,venda,-15.9932834,-47.9967961
"SQN 116 Bloco H, ASA NORTE, BRASILIA",,apartamento,900000.0,55.0,2.0,,,venda,-15.7393768,-47.8934137
"SQN 209 Bloco G, ASA NORTE, BRASILIA",,apartamento,1490.0,139.0,3.0,,1.0,venda,-15.7594159,-47.883276
"SQS 114 Bloco A, ASA SUL, BRASILIA",,apartamento,2590.0,200.0,4.0,,1.0,venda,-15.8281617,-47.9211923
"SQN 311 Bloco G, ASA NORTE, BRASILIA",,apartamento,2150.0,155.0,4.0,,2.0,venda,-15.7540483,-47.8917167
"SQNW 102 Bloco I, NOROESTE, BRASILIA",,apartamento,2650.0,170.0,4.0,,4.0,venda,-15.7683525,-47.9085831
"Terceira Avenida Blocos 1124A/1226A, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,apartamento,240000.0,71.0,2.0,,,venda,-15.870066,-47.97281539999999
"QN 320 Conjunto 6, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,266500.0,47.0,2.0,,1.0,venda,-15.8724655,-48.06000239999999
"Quadra 17, SOBRADINHO, SOBRADINHO",,apartamento,420000.0,78.0,3.0,,1.0,venda,-15.7085419,-47.9141483
"SQNW 302 Bloco I, NOROESTE, BRASILIA",,apartamento,1867.0,118.0,3.0,,2.0,venda,-15.7685626,-47.9109608
"QR 414, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,230000.0,63.0,2.0,,1.0,venda,-15.8567852,-48.0720296
"CLS 4 Bloco B, RIACHO FUNDO, RIACHO FUNDO",,apartamento,219999.0,42.0,2.0,,,venda,-15.8838908,-48.0158943
"SQN 312 Bloco B, ASA NORTE, BRASILIA",,apartamento,1250.0,95.0,2.0,,1.0,venda,-15.7526184,-47.8923133
"Quadra 105 Lotes 5/7, NORTE, AGUAS CLARAS",,apartamento,1460.0,139.0,3.0,,3.0,venda,-15.8351714,-48.0138723
"SQN 415, ASA NORTE, BRASILIA",,apartamento,890000.0,77.0,3.0,,,venda,-15.7392168,-47.8865859
"SQS 106 Bloco D, ASA SUL, BRASILIA",,apartamento,1490.0,140.0,3.0,,,venda,-15.8128956,-47.8985968
